Name,NationalDex,PrimaryType,SecondaryType,HasSecondaryType,Generation,IsLegendary,Form,AltFormFlag,EvolutionStage,NumOfEvolutions,ColorID,CatchRate,Height_in,Weight_lbs,BaseStatToal,Health,Attack,Defense,SpAttack,SpDefense,Speed
minior-violet,774,rock,flying,TRUE,generation-vii,0,Violet,TRUE,1,1,brown,30,12,1,500,60,100,60,100,60,120
komala,775,normal,,FALSE,generation-vii,0,Base,FALSE,1,1,blue,45,16,44,480,65,115,65,75,95,65
turtonator,776,fire,dragon,TRUE,generation-vii,0,Base,FALSE,1,1,red,70,79,467,485,60,78,135,91,85,36
togedemaru,777,electric,steel,TRUE,generation-vii,0,Base,FALSE,1,1,gray,180,12,7,435,65,98,63,40,73,96
mimikyu-disguised,778,ghost,fairy,TRUE,generation-vii,0,Base,FALSE,1,1,yellow,45,8,2,476,55,90,80,50,105,96
bruxish,779,water,psychic,TRUE,generation-vii,0,Base,FALSE,1,1,pink,80,35,42,475,68,105,70,70,70,92
drampa,780,normal,dragon,TRUE,generation-vii,0,Base,FALSE,1,1,white,70,118,408,485,78,60,85,135,91,36
dhelmise,781,ghost,grass,TRUE,generation-vii,0,Base,FALSE,1,1,green,25,154,463,517,70,131,100,86,90,40
jangmo-o,782,dragon,,FALSE,generation-vii,0,Base,FALSE,1,3,gray,45,24,65,300,45,55,65,45,45,45
hakamo-o,783,dragon,fighting,TRUE,generation-vii,0,Base,FALSE,2,3,gray,45,47,104,420,55,75,90,65,70,65
kommo-o,784,dragon,fighting,TRUE,generation-vii,0,Base,FALSE,3,3,gray,45,63,172,600,75,110,125,100,105,85
tapu-koko,785,electric,fairy,TRUE,generation-vii,1,Base,FALSE,1,1,yellow,3,71,45,570,70,115,85,95,75,130
tapu-lele,786,psychic,fairy,TRUE,generation-vii,1,Base,FALSE,1,1,pink,3,47,41,570,70,85,75,130,115,95
tapu-bulu,787,grass,fairy,TRUE,generation-vii,1,Base,FALSE,1,1,red,3,75,100,570,70,130,115,85,95,75
tapu-fini,788,water,fairy,TRUE,generation-vii,1,Base,FALSE,1,1,purple,3,51,47,570,70,75,115,95,130,85
cosmog,789,psychic,,FALSE,generation-vii,1,Base,FALSE,1,3,blue,45,8,0,200,43,29,31,29,31,37
cosmoem,790,psychic,,FALSE,generation-vii,1,Base,FALSE,2,3,blue,45,4,2204,400,43,29,131,29,131,37
solgaleo,791,psychic,steel,TRUE,generation-vii,1,Base,FALSE,3,3,white,45,134,507,680,137,137,107,113,89,97
lunala,792,psychic,ghost,TRUE,generation-vii,1,Base,FALSE,3,3,purple,45,157,265,680,137,113,89,137,107,97
nihilego,793,rock,poison,TRUE,generation-vii,1,Base,FALSE,1,1,white,45,47,122,570,109,53,47,127,131,103
buzzwole,794,bug,fighting,TRUE,generation-vii,1,Base,FALSE,1,1,red,45,94,735,570,107,139,139,53,53,79
pheromosa,795,bug,fighting,TRUE,generation-vii,1,Base,FALSE,1,1,white,45,71,55,570,71,137,37,137,37,151
xurkitree,796,electric,,FALSE,generation-vii,1,Base,FALSE,1,1,black,45,150,220,570,83,89,71,173,71,83
celesteela,797,steel,flying,TRUE,generation-vii,1,Base,FALSE,1,1,green,45,362,2204,570,97,101,103,107,101,61
kartana,798,grass,steel,TRUE,generation-vii,1,Base,FALSE,1,1,white,45,12,0,570,59,181,131,59,31,109
guzzlord,799,dark,dragon,TRUE,generation-vii,1,Base,FALSE,1,1,black,45,217,1958,570,223,101,53,97,53,43
necrozma,800,psychic,,FALSE,generation-vii,1,Base,FALSE,1,1,black,255,94,507,600,97,107,101,127,89,79
necrozma-dusk,800,psychic,steel,TRUE,generation-vii,1,Dusk,TRUE,1,1,black,255,150,1014,680,97,157,127,113,109,77
necrozma-dawn,800,psychic,ghost,TRUE,generation-vii,1,Dawn,TRUE,1,1,black,255,165,772,680,97,113,109,157,127,77
necrozma-ultra,800,psychic,dragon,TRUE,generation-vii,1,Ultra,TRUE,1,1,black,255,295,507,754,97,167,97,167,97,129
magearna,801,steel,fairy,TRUE,generation-vii,1,Base,FALSE,1,1,gray,3,39,177,600,80,95,115,130,115,65
marshadow,802,fighting,ghost,TRUE,generation-vii,1,Base,FALSE,1,1,gray,3,28,49,600,90,125,80,90,90,125
poipole,803,poison,,FALSE,generation-vii,1,Base,FALSE,1,2,purple,45,24,4,420,67,73,67,73,67,73
naganadel,804,poison,dragon,TRUE,generation-vii,1,Base,FALSE,2,2,purple,45,142,331,540,73,73,73,127,73,121
stakataka,805,rock,steel,TRUE,generation-vii,1,Base,FALSE,1,1,gray,30,217,1808,570,61,131,211,53,101,13
blacephalon,806,fire,ghost,TRUE,generation-vii,1,Base,FALSE,1,1,white,30,71,29,570,53,127,53,151,79,107
zeraora,807,electric,,FALSE,generation-vii,1,Base,FALSE,1,1,yellow,3,59,98,600,88,112,75,102,80,143
meltan,808,steel,,FALSE,generation-vii,1,Base,FALSE,1,1,gray,3,8,18,300,46,65,65,55,35,34
melmetal,809,steel,,FALSE,generation-vii,1,Base,FALSE,1,1,gray,3,98,1764,600,135,143,143,80,65,34
grookey,810,grass,,FALSE,generation-viii,0,Base,FALSE,1,3,green,45,12,11,310,50,65,50,40,40,65
thwackey,811,grass,,FALSE,generation-viii,0,Base,FALSE,2,3,green,45,28,31,420,70,85,70,55,60,80
rillaboom,812,grass,,FALSE,generation-viii,0,Base,FALSE,3,3,green,45,83,198,530,100,125,90,60,70,85
scorbunny,813,fire,,FALSE,generation-viii,0,Base,FALSE,1,3,white,45,12,10,310,50,71,40,40,40,69
raboot,814,fire,,FALSE,generation-viii,0,Base,FALSE,2,3,gray,45,24,20,420,65,86,60,55,60,94
cinderace,815,fire,,FALSE,generation-viii,0,Base,FALSE,3,3,white,45,55,73,530,80,116,75,65,75,119
sobble,816,water,,FALSE,generation-viii,0,Base,FALSE,1,3,blue,45,12,9,310,50,40,40,70,40,70
drizzile,817,water,,FALSE,generation-viii,0,Base,FALSE,2,3,blue,45,28,25,420,65,60,55,95,55,90
inteleon,818,water,,FALSE,generation-viii,0,Base,FALSE,3,3,blue,45,75,100,530,70,85,65,125,65,120
skwovet,819,normal,,FALSE,generation-viii,0,Base,FALSE,1,2,brown,255,12,6,275,70,55,55,35,35,25
greedent,820,normal,,FALSE,generation-viii,0,Base,FALSE,2,2,brown,90,24,13,460,120,95,95,55,75,20
rookidee,821,flying,,FALSE,generation-viii,0,Base,FALSE,1,3,blue,255,8,4,245,38,47,35,33,35,57
corvisquire,822,flying,,FALSE,generation-viii,0,Base,FALSE,2,3,blue,120,31,35,365,68,67,55,43,55,77
corviknight,823,flying,steel,TRUE,generation-viii,0,Base,FALSE,3,3,purple,45,87,165,495,98,87,105,53,85,67
blipbug,824,bug,,FALSE,generation-viii,0,Base,FALSE,1,3,blue,255,16,18,180,25,20,20,25,45,45
dottler,825,bug,psychic,TRUE,generation-viii,0,Base,FALSE,2,3,yellow,120,16,43,335,50,35,80,50,90,30
orbeetle,826,bug,psychic,TRUE,generation-viii,0,Base,FALSE,3,3,red,45,16,90,505,60,45,110,80,120,90
nickit,827,dark,,FALSE,generation-viii,0,Base,FALSE,1,2,brown,255,24,20,245,40,28,28,47,52,50
thievul,828,dark,,FALSE,generation-viii,0,Base,FALSE,2,2,brown,127,47,44,455,70,58,58,87,92,90
gossifleur,829,grass,,FALSE,generation-viii,0,Base,FALSE,1,2,green,190,16,5,250,40,40,60,40,60,10
eldegoss,830,grass,,FALSE,generation-viii,0,Base,FALSE,2,2,green,75,20,6,460,60,50,90,80,120,60
wooloo,831,normal,,FALSE,generation-viii,0,Base,FALSE,1,2,white,255,24,13,270,42,40,55,40,45,48
dubwool,832,normal,,FALSE,generation-viii,0,Base,FALSE,2,2,white,127,51,95,490,72,80,100,60,90,88
chewtle,833,water,,FALSE,generation-viii,0,Base,FALSE,1,2,green,255,12,19,284,50,64,50,38,38,44
drednaw,834,water,rock,TRUE,generation-viii,0,Base,FALSE,2,2,green,75,39,255,485,90,115,90,48,68,74
yamper,835,electric,,FALSE,generation-viii,0,Base,FALSE,1,2,yellow,255,12,30,270,59,45,50,40,50,26
boltund,836,electric,,FALSE,generation-viii,0,Base,FALSE,2,2,yellow,45,39,75,490,69,90,60,90,60,121
rolycoly,837,rock,,FALSE,generation-viii,0,Base,FALSE,1,3,black,255,12,26,240,30,40,50,40,50,30
carkol,838,rock,fire,TRUE,generation-viii,0,Base,FALSE,2,3,black,120,43,172,410,80,60,90,60,70,50
coalossal,839,rock,fire,TRUE,generation-viii,0,Base,FALSE,3,3,black,45,110,685,510,110,80,120,80,90,30
applin,840,grass,dragon,TRUE,generation-viii,0,Base,FALSE,1,3,green,255,8,1,260,40,40,80,40,40,20
flapple,841,grass,dragon,TRUE,generation-viii,0,Base,FALSE,2,3,green,45,12,2,485,70,110,80,95,60,70
appletun,842,grass,dragon,TRUE,generation-viii,0,Base,FALSE,2,3,green,45,16,29,485,110,85,80,100,80,30
silicobra,843,ground,,FALSE,generation-viii,0,Base,FALSE,1,2,green,255,87,17,315,52,57,75,35,50,46
sandaconda,844,ground,,FALSE,generation-viii,0,Base,FALSE,2,2,green,120,150,144,510,72,107,125,65,70,71
cramorant,845,flying,water,TRUE,generation-viii,0,Base,FALSE,1,1,blue,45,31,40,475,70,85,55,85,95,85
arrokuda,846,water,,FALSE,generation-viii,0,Base,FALSE,1,2,brown,255,20,2,280,41,63,40,40,30,66
barraskewda,847,water,,FALSE,generation-viii,0,Base,FALSE,2,2,brown,60,51,66,490,61,123,60,60,50,136
toxel,848,electric,poison,TRUE,generation-viii,0,Base,FALSE,1,2,purple,75,16,24,242,40,38,35,54,35,40
toxtricity-amped,849,electric,poison,TRUE,generation-viii,0,Base,FALSE,2,2,purple,45,63,88,502,75,98,70,114,70,75
sizzlipede,850,fire,bug,TRUE,generation-viii,0,Base,FALSE,1,2,red,190,28,2,305,50,65,45,50,50,45
centiskorch,851,fire,bug,TRUE,generation-viii,0,Base,FALSE,2,2,red,75,118,265,525,100,115,65,90,90,65
clobbopus,852,fighting,,FALSE,generation-viii,0,Base,FALSE,1,2,brown,180,24,9,310,50,68,60,50,50,32
grapploct,853,fighting,,FALSE,generation-viii,0,Base,FALSE,2,2,blue,45,63,86,480,80,118,90,70,80,42
sinistea,854,ghost,,FALSE,generation-viii,0,Base,FALSE,1,2,purple,120,4,0,308,40,45,45,74,54,50
polteageist,855,ghost,,FALSE,generation-viii,0,Base,FALSE,2,2,purple,60,8,1,508,60,65,65,134,114,70
hatenna,856,psychic,,FALSE,generation-viii,0,Base,FALSE,1,3,pink,235,16,7,265,42,30,45,56,53,39
hattrem,857,psychic,,FALSE,generation-viii,0,Base,FALSE,2,3,pink,120,24,11,370,57,40,65,86,73,49
hatterene,858,psychic,fairy,TRUE,generation-viii,0,Base,FALSE,3,3,pink,45,83,11,510,57,90,95,136,103,29
impidimp,859,dark,fairy,TRUE,generation-viii,0,Base,FALSE,1,3,pink,255,16,12,265,45,45,30,55,40,50
morgrem,860,dark,fairy,TRUE,generation-viii,0,Base,FALSE,2,3,pink,120,31,28,370,65,60,45,75,55,70
grimmsnarl,861,dark,fairy,TRUE,generation-viii,0,Base,FALSE,3,3,purple,45,59,134,510,95,120,65,95,75,60
obstagoon,862,dark,normal,TRUE,generation-viii,0,Base,FALSE,3,3,gray,45,63,101,520,93,90,101,60,81,95
perrserker,863,steel,,FALSE,generation-viii,0,Base,FALSE,2,2,brown,90,31,62,440,70,110,100,50,60,50
cursola,864,ghost,,FALSE,generation-viii,0,Base,FALSE,2,2,white,30,39,1,510,60,95,50,145,130,30
sirfetchd,865,fighting,,FALSE,generation-viii,0,Base,FALSE,2,2,white,45,31,258,507,62,135,95,68,82,65
mr-rime,866,ice,psychic,TRUE,generation-viii,0,Base,FALSE,3,3,purple,45,59,128,520,80,85,75,110,100,70
runerigus,867,ground,ghost,TRUE,generation-viii,0,Base,FALSE,2,2,gray,90,63,147,483,58,95,145,50,105,30
milcery,868,fairy,,FALSE,generation-viii,0,Base,FALSE,1,2,white,200,8,1,270,45,40,40,50,61,34
alcremie,869,fairy,,FALSE,generation-viii,0,Base,FALSE,2,2,white,100,12,1,495,65,60,75,110,121,64
falinks,870,fighting,,FALSE,generation-viii,0,Base,FALSE,1,1,yellow,45,118,137,470,65,100,100,70,60,75
pincurchin,871,electric,,FALSE,generation-viii,0,Base,FALSE,1,1,purple,75,12,2,435,48,101,95,91,85,15
snom,872,ice,bug,TRUE,generation-viii,0,Base,FALSE,1,2,white,190,12,8,185,30,25,35,45,30,20
frosmoth,873,ice,bug,TRUE,generation-viii,0,Base,FALSE,2,2,white,75,51,93,475,70,65,60,125,90,65
stonjourner,874,rock,,FALSE,generation-viii,0,Base,FALSE,1,1,gray,60,98,1146,470,100,125,135,20,20,70
eiscue-ice,875,ice,,FALSE,generation-viii,0,Base,FALSE,1,1,blue,60,55,196,470,75,80,110,65,90,50
indeedee-male,876,psychic,normal,TRUE,generation-viii,0,Base,FALSE,1,1,purple,30,35,62,475,60,65,55,105,95,95
morpeko-full-belly,877,electric,dark,TRUE,generation-viii,0,Base,FALSE,1,1,yellow,180,12,7,436,58,95,58,70,58,97
cufant,878,steel,,FALSE,generation-viii,0,Base,FALSE,1,2,yellow,190,47,220,330,72,80,49,40,49,40
copperajah,879,steel,,FALSE,generation-viii,0,Base,FALSE,2,2,green,90,118,1433,500,122,130,69,80,69,30
dracozolt,880,electric,dragon,TRUE,generation-viii,0,Base,FALSE,1,1,green,45,71,419,505,90,100,90,80,70,75
arctozolt,881,electric,ice,TRUE,generation-viii,0,Base,FALSE,1,1,blue,45,91,331,505,90,100,90,90,80,55
dracovish,882,water,dragon,TRUE,generation-viii,0,Base,FALSE,1,1,green,45,91,474,505,90,90,100,70,80,75
arctovish,883,water,ice,TRUE,generation-viii,0,Base,FALSE,1,1,blue,45,79,386,505,90,90,100,80,90,55
duraludon,884,steel,dragon,TRUE,generation-viii,0,Base,FALSE,1,2,white,45,71,88,535,70,95,115,120,50,85
dreepy,885,dragon,ghost,TRUE,generation-viii,0,Base,FALSE,1,3,green,45,20,4,270,28,60,30,40,30,82
drakloak,886,dragon,ghost,TRUE,generation-viii,0,Base,FALSE,2,3,green,45,55,24,410,68,80,50,60,50,102
dragapult,887,dragon,ghost,TRUE,generation-viii,0,Base,FALSE,3,3,green,45,118,110,600,88,120,75,100,75,142
zacian,888,fairy,,FALSE,generation-viii,1,Base,FALSE,1,1,blue,10,110,243,660,92,120,115,80,115,138
zacian-crowned,888,fairy,steel,TRUE,generation-viii,1,Crowned,TRUE,1,1,blue,10,110,783,700,92,150,115,80,115,148
zamazenta,889,fighting,,FALSE,generation-viii,1,Base,FALSE,1,1,red,10,114,463,660,92,120,115,80,115,138
zamazenta-crowned,889,fighting,steel,TRUE,generation-viii,1,Crowned,TRUE,1,1,red,10,114,1731,700,92,120,140,80,140,128
eternatus,890,poison,dragon,TRUE,generation-viii,1,Base,FALSE,1,1,purple,255,787,2094,690,140,85,95,145,95,130
kubfu,891,fighting,,FALSE,generation-viii,1,Base,FALSE,1,2,gray,3,24,26,385,60,90,60,53,50,72
urshifu-single-strike,892,fighting,dark,TRUE,generation-viii,1,Base,FALSE,2,2,gray,3,75,231,550,100,130,100,63,60,97
urshifu-rapid-strike,892,fighting,water,TRUE,generation-viii,1,Rapid-strike,TRUE,2,2,gray,3,75,231,550,100,130,100,63,60,97
zarude,893,dark,grass,TRUE,generation-viii,1,Base,FALSE,1,1,green,3,71,154,600,105,120,105,70,95,105
regieleki,894,electric,,FALSE,generation-viii,1,Base,FALSE,1,1,yellow,3,47,320,580,80,100,50,100,50,200
regidrago,895,dragon,,FALSE,generation-viii,1,Base,FALSE,1,1,green,3,83,441,580,200,100,50,100,50,80
glastrier,896,ice,,FALSE,generation-viii,1,Base,FALSE,1,1,white,3,87,1764,580,100,145,130,65,110,30
spectrier,897,ghost,,FALSE,generation-viii,1,Base,FALSE,1,1,black,3,79,98,580,100,65,60,145,80,130
calyrex,898,psychic,grass,TRUE,generation-viii,1,Base,FALSE,1,1,green,3,43,17,500,100,80,80,80,80,80
calyrex-ice,898,psychic,ice,TRUE,generation-viii,1,Ice,TRUE,1,1,green,3,94,1784,680,100,165,150,85,130,50
calyrex-shadow,898,psychic,ghost,TRUE,generation-viii,1,Shadow,TRUE,1,1,green,3,94,118,680,100,85,80,165,100,150
wyrdeer,899,normal,psychic,TRUE,generation-viii,0,Base,FALSE,2,2,gray,135,71,210,525,103,105,72,105,75,65
kleavor,900,bug,rock,TRUE,generation-viii,0,Base,FALSE,2,2,brown,115,71,196,500,70,135,95,45,70,85
ursaluna,901,ground,normal,TRUE,generation-viii,0,Base,FALSE,3,3,brown,75,94,639,550,130,140,105,45,80,50
ursaluna-bloodmoon,901,ground,normal,TRUE,generation-viii,0,Bloodmoon,TRUE,3,3,brown,75,94,639,555,113,70,120,135,65,52
basculegion-male,902,water,ghost,TRUE,generation-viii,0,Base,FALSE,2,2,green,135,118,243,530,120,112,65,80,75,78
sneasler,903,fighting,poison,TRUE,generation-viii,0,Base,FALSE,2,2,gray,135,51,95,510,80,130,60,40,80,120
overqwil,904,dark,poison,TRUE,generation-viii,0,Base,FALSE,2,2,black,135,98,133,510,85,115,95,65,65,85
enamorus-incarnate,905,fairy,flying,TRUE,generation-viii,1,Base,FALSE,1,1,pink,3,63,106,580,74,115,70,135,80,106
sprigatito,906,grass,,FALSE,generation-ix,0,Base,FALSE,1,3,green,45,16,9,310,40,61,54,45,45,65
floragato,907,grass,,FALSE,generation-ix,0,Base,FALSE,2,3,green,45,35,27,410,61,80,63,60,63,83
meowscarada,908,grass,dark,TRUE,generation-ix,0,Base,FALSE,3,3,green,45,59,69,530,76,110,70,81,70,123
fuecoco,909,fire,,FALSE,generation-ix,0,Base,FALSE,1,3,red,45,16,22,310,67,45,59,63,40,36
crocalor,910,fire,,FALSE,generation-ix,0,Base,FALSE,2,3,red,45,39,68,411,81,55,78,90,58,49
skeledirge,911,fire,ghost,TRUE,generation-ix,0,Base,FALSE,3,3,red,45,63,720,530,104,75,100,110,75,66
quaxly,912,water,,FALSE,generation-ix,0,Base,FALSE,1,3,white,45,20,13,310,55,65,45,50,45,50
quaxwell,913,water,,FALSE,generation-ix,0,Base,FALSE,2,3,blue,45,47,47,410,70,85,65,65,60,65
quaquaval,914,water,fighting,TRUE,generation-ix,0,Base,FALSE,3,3,blue,45,71,136,530,85,120,80,85,75,85
lechonk,915,normal,,FALSE,generation-ix,0,Base,FALSE,1,2,gray,255,20,22,254,54,45,40,35,45,35
oinkologne-male,916,normal,,FALSE,generation-ix,0,Base,FALSE,2,2,gray,100,39,265,489,110,100,75,59,80,65
tarountula,917,bug,,FALSE,generation-ix,0,Base,FALSE,1,2,white,255,12,9,210,35,41,45,29,40,20
spidops,918,bug,,FALSE,generation-ix,0,Base,FALSE,2,2,green,120,39,36,404,60,79,92,52,86,35
nymble,919,bug,,FALSE,generation-ix,0,Base,FALSE,1,2,gray,190,8,2,210,33,46,40,21,25,45
lokix,920,bug,dark,TRUE,generation-ix,0,Base,FALSE,2,2,gray,30,39,39,450,71,102,78,52,55,92
pawmi,921,electric,,FALSE,generation-ix,0,Base,FALSE,1,3,yellow,190,12,6,240,45,50,20,40,25,60
pawmo,922,electric,fighting,TRUE,generation-ix,0,Base,FALSE,2,3,yellow,80,16,14,350,60,75,40,50,40,85
pawmot,923,electric,fighting,TRUE,generation-ix,0,Base,FALSE,3,3,yellow,45,35,90,490,70,115,70,70,60,105
tandemaus,924,normal,,FALSE,generation-ix,0,Base,FALSE,1,2,white,150,12,4,305,50,50,45,40,45,75
maushold-family-of-four,925,normal,,FALSE,generation-ix,0,Base,FALSE,2,2,white,75,12,5,470,74,75,70,65,75,111
fidough,926,fairy,,FALSE,generation-ix,0,Base,FALSE,1,2,yellow,190,12,24,312,37,55,70,30,55,65
dachsbun,927,fairy,,FALSE,generation-ix,0,Base,FALSE,2,2,brown,90,20,33,477,57,80,115,50,80,95
smoliv,928,grass,normal,TRUE,generation-ix,0,Base,FALSE,1,3,green,255,12,14,260,41,35,45,58,51,30
dolliv,929,grass,normal,TRUE,generation-ix,0,Base,FALSE,2,3,green,120,24,26,354,52,53,60,78,78,33
arboliva,930,grass,normal,TRUE,generation-ix,0,Base,FALSE,3,3,green,45,55,106,510,78,69,90,125,109,39
squawkabilly-green-plumage,931,normal,flying,TRUE,generation-ix,0,Base,FALSE,1,1,green,190,24,5,417,82,96,51,45,51,92
nacli,932,rock,,FALSE,generation-ix,0,Base,FALSE,1,3,brown,255,16,35,280,55,55,75,35,35,25
naclstack,933,rock,,FALSE,generation-ix,0,Base,FALSE,2,3,brown,120,24,231,355,60,60,100,35,65,35
garganacl,934,rock,,FALSE,generation-ix,0,Base,FALSE,3,3,brown,45,91,529,500,100,100,130,45,90,35
charcadet,935,fire,,FALSE,generation-ix,0,Base,FALSE,1,2,red,90,24,23,255,40,50,40,50,40,35
armarouge,936,fire,psychic,TRUE,generation-ix,0,Base,FALSE,2,2,red,25,59,187,525,85,60,100,125,80,75
ceruledge,937,fire,ghost,TRUE,generation-ix,0,Base,FALSE,2,2,blue,25,63,137,525,75,125,80,60,100,85
tadbulb,938,electric,,FALSE,generation-ix,0,Base,FALSE,1,2,yellow,190,12,1,272,61,31,41,59,35,45
bellibolt,939,electric,,FALSE,generation-ix,0,Base,FALSE,2,2,green,50,47,249,495,109,64,91,103,83,45
wattrel,940,electric,flying,TRUE,generation-ix,0,Base,FALSE,1,2,black,180,16,8,280,40,40,35,55,40,70
kilowattrel,941,electric,flying,TRUE,generation-ix,0,Base,FALSE,2,2,yellow,90,55,85,490,70,70,60,105,60,125
maschiff,942,dark,,FALSE,generation-ix,0,Base,FALSE,1,2,brown,150,20,35,340,60,78,60,40,51,51
mabosstiff,943,dark,,FALSE,generation-ix,0,Base,FALSE,2,2,gray,75,43,134,505,80,120,90,60,70,85
shroodle,944,poison,normal,TRUE,generation-ix,0,Base,FALSE,1,2,gray,190,8,2,290,40,65,35,40,35,75
grafaiai,945,poison,normal,TRUE,generation-ix,0,Base,FALSE,2,2,gray,90,28,60,485,63,95,65,80,72,110
bramblin,946,grass,ghost,TRUE,generation-ix,0,Base,FALSE,1,2,brown,190,24,1,275,40,65,30,45,35,60
brambleghast,947,grass,ghost,TRUE,generation-ix,0,Base,FALSE,2,2,brown,45,47,13,480,55,115,70,80,70,90
toedscool,948,ground,grass,TRUE,generation-ix,0,Base,FALSE,1,2,yellow,190,35,73,335,40,40,35,50,100,70
toedscruel,949,ground,grass,TRUE,generation-ix,0,Base,FALSE,2,2,black,90,75,128,515,80,70,65,80,120,100
klawf,950,rock,,FALSE,generation-ix,0,Base,FALSE,1,1,red,120,51,174,450,70,100,115,35,55,75
capsakid,951,grass,,FALSE,generation-ix,0,Base,FALSE,1,2,green,190,12,7,304,50,62,40,62,40,50
scovillain,952,grass,fire,TRUE,generation-ix,0,Base,FALSE,2,2,green,75,35,33,486,65,108,65,108,65,75
rellor,953,bug,,FALSE,generation-ix,0,Base,FALSE,1,2,brown,190,8,2,270,41,50,60,31,58,30
rabsca,954,bug,psychic,TRUE,generation-ix,0,Base,FALSE,2,2,green,45,12,8,470,75,50,85,115,100,45
flittle,955,psychic,,FALSE,generation-ix,0,Base,FALSE,1,2,yellow,120,8,3,255,30,35,30,55,30,75
espathra,956,psychic,,FALSE,generation-ix,0,Base,FALSE,2,2,yellow,60,75,198,481,95,60,60,101,60,105
tinkatink,957,fairy,steel,TRUE,generation-ix,0,Base,FALSE,1,3,pink,190,16,20,297,50,45,45,35,64,58
tinkatuff,958,fairy,steel,TRUE,generation-ix,0,Base,FALSE,2,3,pink,90,28,130,380,65,55,55,45,82,78
tinkaton,959,fairy,steel,TRUE,generation-ix,0,Base,FALSE,3,3,pink,45,28,249,506,85,75,77,70,105,94
wiglett,960,water,,FALSE,generation-ix,0,Base,FALSE,1,2,white,255,47,4,245,10,55,25,35,25,95
wugtrio,961,water,,FALSE,generation-ix,0,Base,FALSE,2,2,red,50,47,12,425,35,100,50,50,70,120
bombirdier,962,flying,dark,TRUE,generation-ix,0,Base,FALSE,1,1,white,25,59,95,485,70,103,85,60,85,82
finizen,963,water,,FALSE,generation-ix,0,Base,FALSE,1,2,blue,200,51,133,315,70,45,40,45,40,75
palafin-zero,964,water,,FALSE,generation-ix,0,Base,FALSE,2,2,blue,45,51,133,457,100,70,72,53,62,100
palafin-hero,964,water,,FALSE,generation-ix,0,Hero,TRUE,2,2,blue,45,71,215,650,100,160,97,106,87,100
varoom,965,steel,poison,TRUE,generation-ix,0,Base,FALSE,1,2,gray,190,39,77,300,45,70,63,30,45,47
revavroom,966,steel,poison,TRUE,generation-ix,0,Base,FALSE,2,2,gray,75,71,265,500,80,119,90,54,67,90
cyclizar,967,dragon,normal,TRUE,generation-ix,0,Base,FALSE,1,1,green,190,63,139,501,70,95,65,85,65,121
orthworm,968,steel,,FALSE,generation-ix,0,Base,FALSE,1,1,pink,25,98,683,480,70,85,145,60,55,65
glimmet,969,rock,poison,TRUE,generation-ix,0,Base,FALSE,1,2,blue,70,28,18,350,48,35,42,105,60,60
glimmora,970,rock,poison,TRUE,generation-ix,0,Base,FALSE,2,2,blue,25,59,99,525,83,55,90,130,81,86
greavard,971,ghost,,FALSE,generation-ix,0,Base,FALSE,1,2,white,120,24,77,290,50,61,60,30,55,34
houndstone,972,ghost,,FALSE,generation-ix,0,Base,FALSE,2,2,white,60,79,33,488,72,101,100,50,97,68
flamigo,973,flying,fighting,TRUE,generation-ix,0,Base,FALSE,1,1,pink,100,63,82,500,82,115,74,75,64,90
cetoddle,974,ice,,FALSE,generation-ix,0,Base,FALSE,1,2,white,150,47,99,334,108,68,45,30,40,43
cetitan,975,ice,,FALSE,generation-ix,0,Base,FALSE,2,2,white,50,177,1543,521,170,113,65,45,55,73
veluza,976,water,psychic,TRUE,generation-ix,0,Base,FALSE,1,1,gray,100,98,198,478,90,102,73,78,65,70
dondozo,977,water,,FALSE,generation-ix,0,Base,FALSE,1,1,blue,25,472,485,530,150,100,115,65,65,35
tatsugiri-curly,978,dragon,water,TRUE,generation-ix,0,Base,FALSE,1,1,pink,100,12,18,475,68,50,60,120,95,82
annihilape,979,fighting,ghost,TRUE,generation-ix,0,Base,FALSE,3,3,gray,45,47,123,535,110,115,80,50,90,90
clodsire,980,poison,ground,TRUE,generation-ix,0,Base,FALSE,2,2,brown,90,71,492,430,130,75,60,45,100,20
farigiraf,981,normal,psychic,TRUE,generation-ix,0,Base,FALSE,2,2,brown,45,126,353,520,120,90,70,110,70,60
dudunsparce-two-segment,982,normal,,FALSE,generation-ix,0,Base,FALSE,2,2,yellow,45,142,86,520,125,100,80,85,75,55
kingambit,983,dark,steel,TRUE,generation-ix,0,Base,FALSE,3,3,black,25,79,265,550,100,135,120,60,85,50
great-tusk,984,ground,fighting,TRUE,generation-ix,1,Base,FALSE,1,1,purple,30,87,705,570,115,131,131,53,53,87
scream-tail,985,fairy,psychic,TRUE,generation-ix,1,Base,FALSE,1,1,pink,50,47,18,570,115,65,99,65,115,111
brute-bonnet,986,grass,dark,TRUE,generation-ix,1,Base,FALSE,1,1,gray,50,47,46,570,111,127,99,79,99,55
flutter-mane,987,ghost,fairy,TRUE,generation-ix,1,Base,FALSE,1,1,gray,30,55,9,570,55,55,55,135,135,135
slither-wing,988,bug,fighting,TRUE,generation-ix,1,Base,FALSE,1,1,red,30,126,203,570,85,135,79,85,105,81
sandy-shocks,989,electric,ground,TRUE,generation-ix,1,Base,FALSE,1,1,gray,30,91,132,570,85,81,97,121,85,101
iron-treads,990,ground,steel,TRUE,generation-ix,1,Base,FALSE,1,1,gray,30,35,529,570,90,112,120,72,70,106
